Agência Nacional de Águas - ANA																																																																													
Superintendência de Gestão da Rede Hidrometeorológica-SGH																																																																													
Sistema de Informações Hidrológicas - Versão WEB																																																																													
Fone: (61) 2109-5242																																																																													
E-mail: hidro@ana.gov.br																																																																													
																																																																													
NivelConsistencia: 1 = Bruto, 2 = Consistido																																																																													
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim																																																																													
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP																																																																													
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca																																																																													
																																																																													
Restrições da consulta:																																																																													
Código da Estação:75230000																																																																													
																																																																													
																																																																													
EstacaoCodigo	NivelConsistencia	Data	Hora	MediaDiaria	MetodoObtencaoVazoes	Maxima	Minima	Media	DiaMaxima	DiaMinima	MaximaStatus	MinimaStatus	MediaStatus	MediaAnual	MediaAnualStatus	Vazao01	Vazao02	Vazao03	Vazao04	Vazao05	Vazao06	Vazao07	Vazao08	Vazao09	Vazao10	Vazao11	Vazao12	Vazao13	Vazao14	Vazao15	Vazao16	Vazao17	Vazao18	Vazao19	Vazao20	Vazao21	Vazao22	Vazao23	Vazao24	Vazao25	Vazao26	Vazao27	Vazao28	Vazao29	Vazao30	Vazao31	Vazao01Status	Vazao02Status	Vazao03Status	Vazao04Status	Vazao05Status	Vazao06Status	Vazao07Status	Vazao08Status	Vazao09Status	Vazao10Status	Vazao11Status	Vazao12Status	Vazao13Status	Vazao14Status	Vazao15Status	Vazao16Status	Vazao17Status	Vazao18Status	Vazao19Status	Vazao20Status	Vazao21Status	Vazao22Status	Vazao23Status	Vazao24Status	Vazao25Status	Vazao26Status	Vazao27Status	Vazao28Status	Vazao29Status	Vazao30Status	Vazao31Status
75230000	1	01/03/25		1	1	59,6211	19,1339	34,5623	31	21	1	1	1	0	0	41,3995	39,245	37,1369	38,1851	42,494	43,5999	38,1851	35,0758	32,0734	33,0622	35,0758	38,1851	37,6596	37,6596	35,0758	31,0967	29,6544	29,1797	25,0476	22,8625	19,1339	23,7269	27,312	29,1797	22,8625	21,5901	20,3471	38,1851	54,6657	52,8522	59,6211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/02/25		1	1	56,5038	41,3995	48,8895	1	26	1	1	1	0	0	56,5038	53,454	49,8843	49,2991	48,7166	47,5599	48,1368	47,5599	51,6568	50,4724	49,2991	48,7166	47,5599	45,8459	46,9857	43,5999	46,9857	49,2991	52,8522	55,2757	52,8522	52,2531	50,4724	45,8459	44,7172	41,3995	46,9857	44,7172				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
75230000	1	01/01/25		1	1	85,4497	50,4724	68,9217	1	23	1	1	1	0	0	85,4497	81,1262	78,9984	79,7051	71,3919	70,7158	68,0372	68,0372	66,7135	64,0975	63,4501	62,1631	60,8868	61,5236	69,3713	75,5026	83,9985	85,4497	70,0422	65,4002	56,5038	52,8522	50,4724	54,6657	63,4501	81,1262	80,4144	71,3919	64,0975	67,374	62,1631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/12/24		1	1	683,9163	83,9985	156,6993	8	1	1	1	1	0	0	83,9985	113,242	163,3148	170,6076	139,6268	118,1752	206,8307	683,9163	441,7614	192,2241	147,6974	176,1543	168,7733	152,2593	144,987	142,2968	136,9772	123,1924	116,5214	124,8833	120,6733	117,3471	115,6981	112,4281	106,7965	98,9541	92,8541	89,121	87,645	84,7228	83,9985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/11/24		1	1	133,4761	66,0555	96,2467	8	27	1	1	1	0	0	117,3471	113,242	117,3471	114,0584	113,242	112,4281	130,0115	133,4761	119,8383	108,3937	93,6081	93,6081	89,121	93,6081	89,8627	84,7228	83,2767	81,1262	78,2942	94,3645	93,6081	89,121	88,3818	81,1262	77,5925	76,1967	66,0555	69,3713	94,3645	90,6069		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
75230000	1	01/10/24		1	1	424,2022	120,6733	198,3933	11	31	1	1	1	0	0	126,5835	178,0178	310,1903	280,0792	217,7923	179,8886	139,6268	132,6065	136,0985	349,0207	424,2022	328,7289	244,5252	208,8081	189,3506	237,2154	227,9383	192,2241	165,1269	153,1784	145,8882	132,6065	124,8833	139,6268	240,3381	223,8594	182,7083	151,3425	139,6268	127,437	120,6733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/09/24		1	1	347,8101	72,0706	133,4332	21	12	1	1	1	0	0	90,6069	93,6081	89,121	83,9985	88,3818	89,8627	95,1233	98,1831	99,7275	92,1026	76,8933	72,0706	90,6069	97,4145	94,3645	89,121	84,7228	78,9984	76,1967	193,1855	347,8101	275,6748	213,782	118,1752	102,0622	181,7666	280,0792	247,6832	215,7837	145,8882		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
75230000	1	01/08/24		1	1	255,1099	96,6484	139,1514	8	31	1	1	1	0	0	163,3148	159,6738	141,4045	129,151	134,348	156,8768	183,6518	255,1099	234,1078	205,8446	165,1269	150,4279	141,4045	133,4761	124,8833	115,6981	117,3471	114,0584	110,8072	104,4186	102,8453	109,1958	130,0115	144,088	139,6268	128,2929	113,242	107,5939	102,0622	98,9541	96,6484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/07/24		1	1	311,3331	155,0232	214,9842	1	27	1	1	1	0	0	311,3331	289,9829	275,6748	269,1169	261,5402	255,1099	247,6832	241,3824	235,1419	228,9623	224,8766	218,7992	213,782	218,7992	223,8594	228,9623	232,0445	220,8181	193,1855	181,7666	187,4438	191,2645	183,6518	174,2981	165,1269	159,6738	155,0232	157,8069	170,6076	178,0178	168,7733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/06/24		1	1	798,9851	192,2241	381,2609	19	15	1	1	1		0	304,5083	292,1942	281,1844	263,6967	247,6832	241,3824	240,3381	239,2955	233,0753	226,916	220,8181	214,782	205,8446	197,0489	192,2241	264,7775	485,083	665,335	798,9851	793,4757	716,6191	607,9292	475,1221	383,7788	413,575	475,1221	560,8019	485,083	381,2409	329,9055																																0
75230000	1	01/05/24		1	1	2840,9575	315,9254	829,8413	5	31	1	1	1	0	0	376,1906	950,9872	1648,3618	2309,6028	2840,9575	2566,8882	1938,6202	1196,2166	750,0923	577,8593	527,4599	509,7076	533,4455	522,9931	468,071	417,5442	408,3123	417,5442	416,219	387,6016	349,0207	319,3918	452,7456	1056,2045	1107,6449	811,9151	466,6671	386,3252	357,5543	337,0101	315,9254																															
75230000	1	01/04/24		1	1	817,4886	102,8453	258,2007	17	6	1	1	1	0	0	116,5214	109,1958	106,7965	110,8072	107,5939	102,8453	106,0015	148,6053	146,7917	142,2968	138,7413	164,2199	189,3506	556,1946	539,4651	493,7038	817,4886	527,4599	337,0101	284,4914	246,6289	237,2154	228,9623	229,988	219,8078	231,0154	208,8081	242,4283	310,1903	345,3952		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
75230000	1	01/03/24		1	1	242,4283	106,7965	157,9389	22	15	1	1	1	0	0	199,965	192,2241	166,0357	147,6974	136,0985	123,1924	108,3937	117,3471	186,4931	214,782	229,988	167,859	133,4761	114,0584	106,7965	117,3471	128,2929	138,7413	185,5442	217,7923	200,9405	242,4283	229,988	187,4438	142,2968	123,1924	112,4281	111,6165	119,8383	155,9489	137,8581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	1	01/02/24		1	1	257,2467	106,0015	164,0958	15	26	1	1	1	0	0	180,8267	174,2981	168,7733	164,2199	158,7393	151,3425	149,5155	150,4279	148,6053	146,7917	150,4279	155,0232	170,6076	245,5762	257,2467	221,8302	184,5971	170,6076	164,2199	164,2199	155,9489	146,7917	136,9772	124,8833	108,3937	106,0015	157,8069	165,1269	178,9523			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
75230000	1	01/01/24		1	1	1035,135	178,9523	321,6277	19	14	1	1	1		0	280,0792	254,044	284,4914	313,625	273,4823	229,988	206,8307	213,782	207,8185	210,7925	202,8969	202,8969	187,4438	178,9523	181,7666	181,7666	312,478	917,1514	1035,135	946,9745	732,3788	391,4434	297,7598	264,7775	246,6289	250,8561	198,0191	202,8969	191,2645	186,4931	185,5442																															
75230000	2	01/12/23		1	1	675,44	287,78	403,41	8	28	1	1	1			658,6422	487,9481	429,5668	418,8716	405,6938	390,1606	580,9883	675,4382	632,212	584,1259	470,8851	405,6938	362,4773	350,2334	314,7741	319,3918	307,9112	328,7289	324,0433	350,2334	377,45	335,8207	352,6652	367,4342	350,2334	369,9254	328,7289	287,7799	303,3783	328,7289	305,6405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	2	01/11/23		1	1	2483,19	408,31	901,87	18	9	1	1	1			682,2164	571,6268	692,4477	885,8702	901,4423	773,439	577,8593	437,6774	408,3123	479,3783	522,9931	479,3783	603,1301	901,4423	699,3112	1160,3191	1999,2432	2483,1943	2362,7542	1886,4718	1098,9858	1098,9858	901,4423	784,336	716,6191	596,7613	514,1169	493,7038	622,4413	720,1064		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
75230000	2	01/10/23		1	1	1360,79	192,22	605,15	19	3	1	1	1			205,8446	198,0191	192,2241	468,071	590,4266	413,575	440,3979	628,9465	574,7388	429,5668	432,2618	780,6952	839,9748	730,6192	525,9688	408,3123	648,6669	1116,3381	1360,7946	1265,2267	977,2787	658,6422	511,1753	465,2654	432,2618	400,4821	372,4251	429,5668	668,6942	734,1406	858,9484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	2	01/09/23		1	1	1961,23	52,25	534,81	6	3	1	1	1			156,8768	105,2088	52,2531	227,9383	1799,0095	1961,2257	1784,669	1184,9352	843,7525	675,4382	502,4012	405,6938	451,3651	622,4413	540,9753	445,8645	374,9333	331,0844	355,1055	432,2618	400,4821	355,1055	312,478	283,3995	268,0296	255,1099	244,5253	234,1078	223,8594	213,782		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
75230000	2	01/08/23		1	1	169,69	68,7	110,2	12	14	1	1	1			130,0115	126,5835	123,1924	119,8383	116,5214	113,242	116,5214	124,8833	123,1924	116,5214	124,8833	169,6895	123,1924	68,7029	75,5026	85,4497	103,6308	121,5107	126,5835	123,1924	118,1752	121,5107	131,7392	110,0003	102,0622	88,3818	83,9985	81,1262	83,9985	82,5574	79,7052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	2	01/07/23		1	1	843,75	71,39	239,03	14	6	1	1	1			83,9985	79,7052	76,8933	75,5026	72,7519	71,3919	75,5026	83,9985	317,0787	312,478	225,8955	278,9757	741,2089	843,7525	839,9748	574,7388	285,5855	240,3381	213,782	198,0191	190,3066	184,5971	178,9523	169,6895	155,0232	149,5155	145,8882	142,2968	135,2221	133,4761	133,4761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	2	01/06/23		1	1	153,18	49,88	92,27	25	8	1	1	1			92,8541	76,8933	72,7519	62,1631	58,3661	58,3661	54,6657	49,8843	51,0632	52,2531	54,6657	63,4501	68,7029	64,7475	68,7029	130,0115	149,5155	149,5155	130,0115	111,6165	98,9541	89,8627	92,8541	151,3425	153,1784	142,2968	128,2929	108,3936	94,3645	88,3818		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
75230000	2	01/05/23		1	1	272,39	13,88	92,34	9	1	1	1	1			13,8765	16,0468	29,6543	38,7136	66,0555	215,7837	186,4931	234,1078	272,3885	173,3727	118,1752	100,5033	76,8933	67,374	49,8843	49,8843	51,0632	49,8843	45,2801	43,0455	38,7136	41,9453	43,0455	41,9453	45,2801	41,9453	47,5599	198,0191	178,9523	151,3425	135,2221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75230000	2	01/04/23		1	1	36,62	11,18	17,45	1	20		1	1			36,6173	27,7743	21,5901	17,5631	16,7981	20,7582	25,0476	18,3417	19,1339	19,1339	16,7981	17,5631	15,3093	19,9394	14,5859	13,1815	12,5008	13,8765	12,5008	11,1832	11,8346	13,8765	15,3093	16,7981	18,3417	19,9394	18,3417	13,1815	11,8346	13,8765		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
